clnt_id,clnt_gender,clnt_age,clnt_device,clnt_device_get,has_car,has_estate,clnt_children,clnt_income,clnt_pick,clnt_fortune,clnt_status,clnt_system,spend_last,spend_level,spend_points,manager_contact,is_premium
4976,1,29,nR4%tYIRXv,i9jqpetwkZDeguJpCWVc,1,0,1,360000,6,29,17,1,1428,2205,43,7227,1
4982,0,23,fXm+BayjVA,NW1ON108010azsYbnTXl,0,0,0,370000,9,26,16,2,1428,500,327,7227,1
4983,1,42,exk&etBeLF,4tn4ahgRkWMzsSCk5tnp,1,0,1,320000,9,27,15,1,1428,600,82,7228,1
4989,1,29,tZet+bbIC_,apqNDBwDXCytWs6F1c29,1,0,0,320000,7,33,6,1,1428,2000,113,7227,1
4997,1,25,&UiIgr6b05,liZPCZF6tFgGEt1bTPHs,1,0,1,140000,7,32,5,2,1428,1000,79,7227,1
4998,1,23,"",yhUtC1GSVpWWNPCI9EYo,1,0,0,90000,1,33,15,1,1428,2000,5,7227,1
4999,0,22,UaSer)d$CZ,nrQMSSqhv27ILkeKQI8X,1,0,0,320000,2,34,1,3,1428,6137,0,7227,1
2002,0,38,)!%OA9qpZP,hpPCHpM0tO0AhtuGoypP,0,0,0,70000,6,7,0,2,1428,1700,0,,0
2003,0,24,vB5-)b$ZR+,JZxqPj2lkI5WfrXtLR8h,0,,0,200000,8,8,3,2,1428,400,0,,0
2005,0,30,"",U5K7lQEiD5wBoxQfY6Tz,0,0,0,250000,0,10,5,1,1428,165,0,,0
2009,1,24,$pffcP&pkj,zY5grwt3TK2vXDNOXNtQ,0,0,1,210000,9,14,7,1,1428,1300,0,,0
2015,0,24,YBjx-RAB9!,AEvBGGIi1TYMZpsS5CoK,0,0,0,330000,8,11,2,1,1428,270,0,,0
2016,1,31,(O@$+)2-Iq,DB4FszVdkc5Qli9kSmrp,1,0,0,180000,0,12,0,2,1428,100,0,,0
2022,1,24,(O@$+)2-Iq,YEKQrtjpUQRrhKaT6YRU,0,0,0,40000,9,9,6,1,1428,860,0,,0
2023,0,22,4aQwCtPL4(,DLtGblMWq46ducD1uhFp,1,0,1,110000,5,10,3,1,1428,400,0,,0
2024,1,25,)!%OA9qpZP,JZ0KLFgkXP3A9WMANoni,,0,0,28000000,2,11,0,1,1428,500,0,,0
2032,0,30,"",NJRRltMExbMcFROsvdGD,1,0,0,40000,9,10,2,1,1428,640,0,,0
2033,1,31,T+BA%psI8c,apqNDBwDXCytWs6F1c29,0,0,0,90000,1,11,9,1,1428,150,0,,0
2034,0,28,K*)FJ)edcZ,nrQMSSqhv27ILkeKQI8X,0,0,1,290000,9,12,6,1,1421,1000,0,,0
2036,0,29,Y1+5*e_(9D,JZxqPj2lkI5WfrXtLR8h,1,0,0,150000,2,14,6,1,1428,260,0,,0
2037,1,24,fXm+BayjVA,apqNDBwDXCytWs6F1c29,0,0,0,170000,3,15,12,1,1428,700,0,,0
2048,0,24,)!%OA9qpZP,YEKQrtjpUQRrhKaT6YRU,1,0,0,60000,3,17,8,1,1428,494,0,,0
2054,1,23,KnasAzg4Vf,JZ0KLFgkXP3A9WMANoni,0,0,0,180000,6,14,10,1,1428,140,0,,0
2057,0,24,y3FVI6dzfi,RKcjWOC0kWGyGsDi325Q,0,0,1,110000,2,17,0,2,1428,1000,0,,0
2066,0,25,py_Z4O$Gg+,DAHGwLtn4JPcATVSWFHk,1,0,0,240000,8,17,9,1,1428,300,0,,0
2067,1,25,m4Onx$jC_+,Jsdxxb8QCqG5031DdLI5,0,0,0,320000,8,18,15,1,1428,720,0,,0
2077,0,1946,y3FVI6dzfi,RKcjWOC0kWGyGsDi325Q,1,0,1,140000,9,19,6,1,1428,1200,0,,0
2083,1,23,AWrJqks-tw,jEt2cvpo9kv8BjV7S6ay,1,1,0,10000,7,16,3,1,1428,800,0,,0
2087,1,25,4(*Kax8&YS,a25dNMsZKjRHnhp7WJkD,0,,0,260000,6,20,7,1,1428,800,0,,0
2091,0,32,Y1+5*e_(9D,C55OgTGl37GGqJVFyeYQ,1,0,0,90000,3,15,6,1,1428,200,0,,0
2096,1,24,6J4&mF&#tl,"",0,0,0,230000,9,20,16,1,1428,400,0,,0
2098,1,21,K*)FJ)edcZ,C55OgTGl37GGqJVFyeYQ,1,,0,80000,0,22,8,1,1428,27,0,,0
2101,1,29,4!5PbGR!VN,jEt2cvpo9kv8BjV7S6ay,1,0,2,220000,2,7,1,2,1428,589,0,,0
2110,0,22,KnasAzg4Vf,yHrDLKQ3V9TnmM5OZdNu,0,0,0,290000,9,7,3,2,1428,400,0,,0
2111,1,25,vJ#XVpcNy6,4tn4ahgRkWMzsSCk5tnp,0,0,1,290000,1,8,7,1,1428,1708,0,,0
2112,0,23,py_Z4O$Gg+,i9jqpetwkZDeguJpCWVc,0,0,0,310000,3,9,6,1,1428,1500,0,,0
2116,1,21,4(*Kax8&YS,EAE3RcxIwQfn3oIbcXZN,1,0,0,380000,6,13,10,1,1428,2445,0,,0
2117,0,43,&qrVc7H^jE,EAE3RcxIwQfn3oIbcXZN,0,0,0,80000,2,14,3,1,1428,300,0,,0
2118,0,32,AWrJqks-tw,Y7jY0XTUnViV2gtx79xG,,0,0,80000,1,15,3,1,1428,90,0,,0
2120,1,21,sUse$3S4Z%,NJRRltMExbMcFROsvdGD,0,0,0,220000,4,8,0,1,1428,300,0,,0
2122,0,33,Bg01S^%Jfy,yhUtC1GSVpWWNPCI9EYo,0,0,1,80000,6,10,2,1,1428,3000,0,,0
2124,1,25,Bg01S^%Jfy,RD8BUJjq4e1qknku300N,0,0,1,340000,5,12,0,2,1428,500,0,,0
2125,1,19,&qrVc7H^jE,AEvBGGIi1TYMZpsS5CoK,0,,0,300000,3,13,6,1,1428,280,0,,0
2126,0,25,@bM12Da%6&,Jw5OmlNzw1TWSySS8Kz6,0,0,0,120000,0,14,12,1,1428,130,0,,0
2129,1,22,pi&NYvrpiu,DUPFnmZiv2kqwJJgYK0p,1,0,0,230000,2,17,4,1,1428,500,0,,0
2132,1,27,AWrJqks-tw,DB4FszVdkc5Qli9kSmrp,,1,0,220000,3,11,9,1,1415,600,0,,0
2134,1,30,m4Onx$jC_+,u6H8Em4pxxagN7S8TAR5,0,0,0,350000,2,13,2,1,1428,170,0,,0
2138,0,35,sO@*%lun08,apqNDBwDXCytWs6F1c29,0,0,1,350000,0,17,13,1,1428,121,0,,0
2139,1,22,UaSer)d$CZ,Y7jY0XTUnViV2gtx79xG,0,,0,350000,2,18,15,2,1428,200,0,,0
2149,0,28,4(*Kax8&YS,rwanDIFAePDVZahjv9Cg,0,0,2,190000,0,19,2,1,1428,1200,0,,0
2150,1,29,yJrFzC0McE,nBFBZ7ZONkLc6OswKgos,1,0,0,90000,3,11,5,1,1428,3020,0,,0
2151,1,34,rcJgTotoi8,jEt2cvpo9kv8BjV7S6ay,1,1,0,340000,2,12,3,1,1428,500,0,,0
2156,0,27,WUn^8@yRRZ,duj1wNy6PQygCaQYt6ze,1,0,0,160000,0,17,14,1,1428,81,0,,0
2160,0,27,H#s_lw9F_R,DLtGblMWq46ducD1uhFp,0,0,0,210000,6,12,0,1,1428,400,0,,0
2163,0,23,!Zusbz4GJ@,KO2noblmhQcxUA5YXty0,1,0,0,10000,9,15,3,1,1428,4900,0,,0
2164,0,26,sO@*%lun08,qhf9RhOTHsX15m3UzA94,0,0,0,350000,8,16,4,1,1428,500,0,,0
2168,0,25,4!5PbGR!VN,NW1ON108010azsYbnTXl,,0,0,90000,6,20,8,1,1428,450,0,,0
2183,1,24,NMZa(_ZevK,vtFJx028ksA5j1r4Gevb,1,0,0,290000,4,17,7,1,1428,200,0,,0
2192,0,21,tyOjI2@FcB,nrQMSSqhv27ILkeKQI8X,1,0,0,160000,9,17,16,1,1428,350,0,,0
2194,1,36,KnasAzg4Vf,2gvyGkNTz6z7lM5GuVPN,1,1,0,310000,1,19,9,2,1428,1020,0,,0
2196,1,27,rreI!9jkPq,i9jqpetwkZDeguJpCWVc,0,0,0,190000,1,21,12,1,1428,350,0,,0
2197,1,26,_)nLk%PngJ,vtFJx028ksA5j1r4Gevb,0,0,0,180000,5,22,19,2,1428,180,0,,0
2198,0,29,A&D5V21q5$,C55OgTGl37GGqJVFyeYQ,0,0,0,20000,1,23,13,1,1428,1000,0,,0
2200,1,29,AWrJqks-tw,4CdUr2g9UqwFuqdVaWdO,0,0,0,300000,0,7,2,1,1428,200,0,,0
2203,0,22,y3FVI6dzfi,zY5grwt3TK2vXDNOXNtQ,,0,0,220000,9,10,3,1,1428,120,0,,0
2207,0,25,YBjx-RAB9!,4tn4ahgRkWMzsSCk5tnp,0,0,1,130000,3,14,9,1,1428,1200,0,,0
2210,0,32,H#s_lw9F_R,2gvyGkNTz6z7lM5GuVPN,0,0,0,110000,4,8,2,2,1428,432,0,,0
2212,1,21,&qrVc7H^jE,qhf9RhOTHsX15m3UzA94,1,0,0,300000,7,10,2,1,1428,300,0,,0
2225,1,33,Y1+5*e_(9D,liZPCZF6tFgGEt1bTPHs,1,0,1,170000,8,14,13,1,1428,600,0,,0
2227,0,20,WUn^8@yRRZ,TM4ptl78Lwzhng7PAY4G,0,0,1,330000,9,16,3,1,1428,1000,0,,0
2232,1,23,^+3(I8C%&b,jEt2cvpo9kv8BjV7S6ay,0,0,0,380000,3,12,0,2,1398,40,0,,0
2235,0,22,+d)U@Ozdq@,"",0,0,1,170000,0,15,0,1,1428,800,0,,0
2239,0,23,SSbZb5Hpun,noI8N7cvgfYPRswJVqSt,1,0,1,160000,4,19,16,1,1428,400,0,,0
2241,,1954,H#s_lw9F_R,nrQMSSqhv27ILkeKQI8X,1,0,0,280000,9,12,9,1,1428,212,0,,0
2244,1,23,NMZa(_ZevK,zY5grwt3TK2vXDNOXNtQ,1,0,0,110000,9,15,9,1,1428,186,0,,0
2246,0,20,nR4%tYIRXv,a25dNMsZKjRHnhp7WJkD,1,0,1,20000,3,17,2,1,1428,600,0,,0
2253,1,26,IgSHlRCsd#,JZxqPj2lkI5WfrXtLR8h,,0,0,140000,1,15,3,1,1428,400,0,,0
2255,0,1900,4aQwCtPL4(,nrQMSSqhv27ILkeKQI8X,1,0,0,250000,7,17,11,1,1428,1500,0,,0
2256,0,35,"","",1,1,0,340000,6,18,6,1,1428,1200,0,,0
2257,1,47,)!%OA9qpZP,i9jqpetwkZDeguJpCWVc,1,0,0,250000,3,19,15,1,1428,1100,0,,0
2259,1,39,"",JZ0KLFgkXP3A9WMANoni,0,0,1,280000,5,21,12,1,1428,300,0,,0
2261,0,1991,@bM12Da%6&,2gvyGkNTz6z7lM5GuVPN,,,0,20000,3,14,7,2,1428,400,0,,0
2262,0,35,_cbxM0a-Yi,pup1FL83CRpbaMg9C534,0,,0,340000,0,15,12,1,1428,1000,0,,0
2263,0,25,6J4&mF&#tl,DUPFnmZiv2kqwJJgYK0p,0,0,0,260000,8,16,7,1,1428,1901,0,,0
2284,1,26,pi&NYvrpiu,RD8BUJjq4e1qknku300N,0,0,2,150000,3,19,4,1,1428,760,0,,0
2285,1,27,m1o4W&JCvy,"",0,0,0,300000,4,20,5,1,1425,1000,0,,0
2288,1,32,4(*Kax8&YS,Y7jY0XTUnViV2gtx79xG,1,0,0,130000,7,23,11,1,1428,320,0,,0
2290,0,25,H#s_lw9F_R,NW1ON108010azsYbnTXl,1,0,0,380000,9,16,2,2,1428,570,0,,0
2294,1,29,_)nAgN9)Gz,Xlh4OkBJvFkCElKYmKNQ,1,0,0,340000,1,20,14,1,1428,1400,0,,0
2306,0,22,(O@$+)2-Iq,zPz024CQIonY5H9jYIve,0,0,0,250000,7,14,10,2,1428,294,0,,0
2309,0,31,AWrJqks-tw,RKcjWOC0kWGyGsDi325Q,,0,0,120000,2,17,14,1,1428,1260,0,,0
2312,1,32,NMZa(_ZevK,Wlb9y8b5EujLakHZQZ0D,1,0,2,170000,8,11,2,1,1428,700,0,,0
2314,0,24,Nljw_d_PZV,rwanDIFAePDVZahjv9Cg,1,1,0,100000,6,13,0,1,1428,400,0,,0
2315,1,29,&UiIgr6b05,nBFBZ7ZONkLc6OswKgos,0,0,0,240000,1,14,5,1,1428,800,0,,0
2317,1,35,vB5-)b$ZR+,RKcjWOC0kWGyGsDi325Q,,0,0,210000,4,16,13,2,1428,635,0,,0
2326,0,20,+d)U@Ozdq@,nBFBZ7ZONkLc6OswKgos,1,0,1,130000,9,16,6,1,1428,1000,0,,0
2328,0,36,6J4&mF&#tl,AtzkQytHAijh7cklGMUl,0,1,0,30000,9,18,6,1,1428,800,0,,0
2332,0,24,_cbxM0a-Yi,zPz024CQIonY5H9jYIve,1,1,0,340000,3,13,5,1,1428,800,0,,0
2337,0,28,^+3(I8C%&b,KO2noblmhQcxUA5YXty0,0,0,0,310000,5,18,15,2,1428,2380,0,,0
2338,0,47,!Zusbz4GJ@,"",0,1,0,320000,3,19,1,1,1428,400,0,,0
2343,1,23,rreI!9jkPq,yhUtC1GSVpWWNPCI9EYo,1,0,1,220000,8,15,3,1,1428,1520,0,,0
2350,0,34,KnasAzg4Vf,NW1ON108010azsYbnTXl,1,0,1,50000,7,13,10,1,1428,100,0,,0
2351,0,24,$pffcP&pkj,zPz024CQIonY5H9jYIve,0,,1,500000,5,14,13,1,1428,480,0,,0
2356,1,21,WUn^8@yRRZ,apqNDBwDXCytWs6F1c29,0,0,1,390000,6,19,0,1,1428,400,0,,0
2358,0,20,yJrFzC0McE,Y7jY0XTUnViV2gtx79xG,0,0,0,300000,8,21,6,2,1428,2049,0,,0
2364,1,23,K*)FJ)edcZ,a25dNMsZKjRHnhp7WJkD,1,1,0,360000,3,18,6,1,1428,500,0,,0
2367,1,24,YBjx-RAB9!,JZ0KLFgkXP3A9WMANoni,,0,0,170000,4,21,15,1,1428,400,0,,0
2368,0,46,yJrFzC0McE,Jw5OmlNzw1TWSySS8Kz6,0,0,0,60000,6,22,14,1,1428,726,0,,0
2372,0,22,py_Z4O$Gg+,vtFJx028ksA5j1r4Gevb,0,0,1,350000,8,17,9,1,1428,340,0,,0
2379,0,26,A&D5V21q5$,apqNDBwDXCytWs6F1c29,0,0,0,340000,0,24,3,1,1428,720,0,,0
2380,0,26,UaSer)d$CZ,0AjfBYGThrZ4OWmX9WCv,0,0,0,320000,8,16,12,1,1428,1500,0,,0
2381,0,2001,yJrFzC0McE,apqNDBwDXCytWs6F1c29,0,0,0,310000,9,17,1,1,1428,206,0,,0
2383,1,30,vJ#XVpcNy6,EAE3RcxIwQfn3oIbcXZN,1,1,0,380000,4,19,8,1,1428,1000,0,,0
2385,0,31,T+BA%psI8c,duj1wNy6PQygCaQYt6ze,1,0,0,340000,4,21,12,1,1428,1000,0,,0
2386,,25,"",yHrDLKQ3V9TnmM5OZdNu,0,0,0,320000,1,22,10,1,1428,400,0,,0
2393,0,24,yJrFzC0McE,KO2noblmhQcxUA5YXty0,0,0,0,350000,4,20,13,1,1428,1200,0,,0
2400,1,22,SSbZb5Hpun,C6o0rm2Kne9WJe6IrQhX,1,0,0,70000,5,9,6,2,1398,300,0,,0
2405,1,22,py_Z4O$Gg+,"",1,1,3,70000,0,14,11,1,1428,780,0,,0
2407,0,31,R6B&KN5OOi,JZ0KLFgkXP3A9WMANoni,0,0,0,70000,0,16,7,1,1428,1000,0,,0
2408,1,23,py_Z4O$Gg+,Wlb9y8b5EujLakHZQZ0D,0,0,0,130000,7,17,11,1,1428,800,0,,0
2409,1,26,tZet+bbIC_,DB4FszVdkc5Qli9kSmrp,0,1,0,380000,3,18,15,1,1428,232,0,,0
2412,1,23,^+3(I8C%&b,Wlb9y8b5EujLakHZQZ0D,1,0,0,150000,6,12,0,1,1428,250,0,,0
2414,1,22,4!5PbGR!VN,EAE3RcxIwQfn3oIbcXZN,0,1,0,250000,6,14,6,2,1428,479,0,,0
2416,0,24,4(*Kax8&YS,hpPCHpM0tO0AhtuGoypP,1,0,2,0,4,16,0,1,1428,472,0,,0
2417,1,23,m1o4W&JCvy,jEt2cvpo9kv8BjV7S6ay,0,0,0,30000,2,17,3,2,1428,500,0,,0
2427,1,25,"",4CdUr2g9UqwFuqdVaWdO,,0,0,240000,3,18,15,1,1428,590,0,,0
2432,0,33,sO@*%lun08,RD8BUJjq4e1qknku300N,0,0,0,310000,5,14,10,1,1428,360,0,,0
2436,1,20,y3FVI6dzfi,AACwntwTHc6JRW83FHAG,0,0,0,50000,2,18,6,3,1398,870,0,,0
2439,0,26,4!5PbGR!VN,vgIXi0LgoZHQ71Mmekm1,1,0,0,210000,3,21,3,2,1428,400,0,,0
2440,1,1900,4(*Kax8&YS,RKcjWOC0kWGyGsDi325Q,0,0,0,300000,1,13,9,1,1428,6390,0,,0
2443,1,23,W@&0muZANj,zPz024CQIonY5H9jYIve,1,,0,380000,4,16,11,1,1428,300,0,,0
2446,1,26,(O@$+)2-Iq,xr1OdesOO44Ufzhxxw59,1,0,0,190000,6,19,14,1,1428,84,0,,0
2451,1,22,A&D5V21q5$,a25dNMsZKjRHnhp7WJkD,1,0,0,110000,3,15,6,1,1428,312,0,,0
2453,1,24,KnasAzg4Vf,a25dNMsZKjRHnhp7WJkD,0,0,0,20000,4,17,5,2,1413,70,0,,0
2456,0,20,m4Onx$jC_+,pup1FL83CRpbaMg9C534,1,0,1,340000,0,20,16,1,1428,660,0,,0
2460,1,21,rreI!9jkPq,DUPFnmZiv2kqwJJgYK0p,1,1,1,280000,9,15,0,1,1428,600,0,,0
2461,0,26,fXm+BayjVA,jEt2cvpo9kv8BjV7S6ay,1,0,0,60000,4,16,13,1,1428,600,0,,0
2464,1,1962,rcJgTotoi8,liZPCZF6tFgGEt1bTPHs,1,0,0,250000,0,19,13,1,1428,800,0,,0
2471,0,31,H#s_lw9F_R,vgIXi0LgoZHQ71Mmekm1,0,0,1,310000,2,17,6,1,1428,200,0,,0
2473,0,25,4!5PbGR!VN,6153L0t8XPPwrqlaHrPc,0,0,0,80000,8,19,3,1,1428,800,0,,0
2495,1,26,K*)FJ)edcZ,nBFBZ7ZONkLc6OswKgos,0,0,0,370000,9,23,11,1,1428,400,0,,0
2496,0,33,A&D5V21q5$,b2ZbgyfuDZYdwsGZq0N9,0,0,1,320000,0,24,0,1,1428,804,0,,0
2498,1,22,fXm+BayjVA,yHrDLKQ3V9TnmM5OZdNu,0,0,0,170000,2,26,2,1,1428,320,0,,0
2499,0,27,sUse$3S4Z%,noI8N7cvgfYPRswJVqSt,1,0,1,160000,7,27,15,1,1428,100,0,,0
2504,0,29,UaSer)d$CZ,a25dNMsZKjRHnhp7WJkD,0,1,1,100000,2,14,12,1,1428,1300,0,,0
2505,0,24,vJ#XVpcNy6,xwVatkCS227il3xATBFE,1,0,1,210000,8,15,0,2,1428,50,0,,0
2506,0,34,WUn^8@yRRZ,zPz024CQIonY5H9jYIve,0,0,0,350000,0,16,10,1,1428,166,0,,0
2510,0,21,"",DLtGblMWq46ducD1uhFp,0,1,0,250000,8,11,2,1,1428,100,0,,0
2515,,26,py_Z4O$Gg+,JZ0KLFgkXP3A9WMANoni,1,0,0,240000,1,16,3,1,1428,5400,0,,0
2516,0,28,Nljw_d_PZV,TM4ptl78Lwzhng7PAY4G,1,0,1,100000,3,17,0,1,1428,280,0,,0
2518,1,38,vJ#XVpcNy6,DLtGblMWq46ducD1uhFp,0,0,1,210000,1,19,10,1,1428,400,0,,0
2523,0,27,vJ#XVpcNy6,Wlb9y8b5EujLakHZQZ0D,1,0,0,30000,5,15,3,1,1428,700,0,,0
2527,0,28,rcJgTotoi8,oy7aZVGbnl73VxOs01nQ,1,0,0,20000000,7,19,0,1,1428,300,0,,0
2532,0,28,sO@*%lun08,JZxqPj2lkI5WfrXtLR8h,0,0,0,190000,2,15,12,1,1428,900,0,,0
2536,1,27,(O@$+)2-Iq,YEKQrtjpUQRrhKaT6YRU,1,0,0,200000,4,19,9,2,1428,750,0,,0
2542,1,23,Y1+5*e_(9D,qhf9RhOTHsX15m3UzA94,0,0,0,0,1,16,14,1,1428,500,0,,0
2543,0,33,IgSHlRCsd#,C6o0rm2Kne9WJe6IrQhX,1,0,0,70000,3,17,10,1,1428,500,0,,0
2544,0,34,6J4&mF&#tl,4NcOXE1hJebOzWNFGD3a,0,0,0,190000,6,18,6,1,1426,810,0,,0
2554,1,22,xAZj4fx97F,JZ0KLFgkXP3A9WMANoni,0,0,0,310000,3,19,8,1,1428,200,0,,0
2557,0,22,m1o4W&JCvy,oy7aZVGbnl73VxOs01nQ,0,0,0,210000,8,22,5,1,1428,1079,0,,0
2562,,22,yJrFzC0McE,AtzkQytHAijh7cklGMUl,1,0,0,30000,6,18,6,1,1428,480,0,,0
2564,1,29,py_Z4O$Gg+,4CdUr2g9UqwFuqdVaWdO,,1,0,240000,0,20,4,1,1428,1000,0,,0
2566,0,26,"",vtFJx028ksA5j1r4Gevb,0,0,0,160000,0,22,14,1,1428,2200,0,,0
2586,0,26,Bg01S^%Jfy,C55OgTGl37GGqJVFyeYQ,0,,2,20000000,3,24,18,1,1428,200,0,,0
2588,1,21,jso!fQ*Q7x,Wlb9y8b5EujLakHZQZ0D,1,0,0,230000,2,26,14,2,1423,330,0,,0
2595,0,32,exk&etBeLF,JZxqPj2lkI5WfrXtLR8h,0,0,0,310000,4,24,3,1,1428,400,0,,0
2596,1,28,NMZa(_ZevK,RKcjWOC0kWGyGsDi325Q,1,0,0,380000,5,25,21,1,1428,370,0,,0
2598,0,21,rreI!9jkPq,T9HRiTpDzJk0xkhhMyUc,0,0,0,230000,1,27,6,1,1428,2792,0,,0
2601,1,30,jso!fQ*Q7x,jEt2cvpo9kv8BjV7S6ay,0,0,1,350000,8,12,9,1,1428,2130,0,,0
2603,0,21,fXm+BayjVA,Y7jY0XTUnViV2gtx79xG,0,0,1,30000,9,14,13,1,1428,65,0,,0
2605,1,27,+qOE#oK7Bu,nrQMSSqhv27ILkeKQI8X,1,0,0,40000,6,16,13,1,1428,1200,0,,0
2609,1,30,sUse$3S4Z%,qhf9RhOTHsX15m3UzA94,1,0,0,250000,4,20,9,1,1428,500,0,,0
2611,0,24,^+3(I8C%&b,YEKQrtjpUQRrhKaT6YRU,0,0,0,70000,1,13,11,1,1428,1124,0,,0
2612,1,25,m4Onx$jC_+,4CdUr2g9UqwFuqdVaWdO,1,0,0,170000,2,14,8,1,1428,1600,0,,0
2613,1,27,AWrJqks-tw,a25dNMsZKjRHnhp7WJkD,,0,0,150000,9,15,3,1,1428,400,0,,0
2616,1,28,m4Onx$jC_+,apqNDBwDXCytWs6F1c29,1,,1,40000,2,18,6,1,1428,1360,0,,0
2619,0,23,ghOfqAzHdO,AACwntwTHc6JRW83FHAG,1,1,1,220000,6,21,15,1,1428,1000,0,,0
2623,0,22,ghOfqAzHdO,noI8N7cvgfYPRswJVqSt,0,0,0,250000,3,16,15,1,1428,330,0,,0
2630,0,23,sUse$3S4Z%,4tn4ahgRkWMzsSCk5tnp,0,0,1,26000000,7,14,12,1,1428,4400,0,,0
2631,0,27,IgSHlRCsd#,xr1OdesOO44Ufzhxxw59,0,0,0,330000,7,15,6,1,1428,1645,0,,0
2637,1,22,rcJgTotoi8,SYy2B7hNPyV792L5eCqu,1,0,0,310000,9,21,12,1,1428,449,0,,0
2644,1,29,Y1+5*e_(9D,nBFBZ7ZONkLc6OswKgos,1,0,0,320000,0,19,3,1,1428,1200,0,,0
2646,0,28,sUse$3S4Z%,xr1OdesOO44Ufzhxxw59,0,0,0,150000,7,21,0,1,1428,2850,0,,0
2647,0,32,m1o4W&JCvy,6153L0t8XPPwrqlaHrPc,1,0,0,380000,4,22,7,1,1428,1400,0,,0
2649,0,28,W@&0muZANj,4CdUr2g9UqwFuqdVaWdO,1,0,1,38000000,3,24,9,1,1428,2050,0,,0
2650,1,34,@bM12Da%6&,C6o0rm2Kne9WJe6IrQhX,1,0,1,290000,4,16,10,1,1428,280,0,,0
2652,1,27,$pffcP&pkj,vtFJx028ksA5j1r4Gevb,1,0,0,170000,0,18,6,1,1428,800,0,,0
2656,0,34,m1o4W&JCvy,bDs6Xe2iNTT7AkzC2PVT,,0,1,270000,6,22,16,1,1428,2500,0,,0
2657,0,24,(O@$+)2-Iq,SYy2B7hNPyV792L5eCqu,1,0,2,40000,1,23,12,1,1428,940,0,,0
2659,1,26,AWrJqks-tw,4tn4ahgRkWMzsSCk5tnp,0,0,0,290000,3,25,9,1,1428,330,0,,0
2669,0,23,tZet+bbIC_,NJRRltMExbMcFROsvdGD,1,,0,140000,4,26,17,2,1428,680,0,,0
2676,1,24,(O@$+)2-Iq,ZRg0ZwLzu2FL5jted9eX,1,0,0,0,5,24,12,1,1428,400,0,,0
2680,0,26,6J4&mF&#tl,yhUtC1GSVpWWNPCI9EYo,0,0,0,290000,8,19,1,1,1428,100,0,,0
2684,0,24,(O@$+)2-Iq,lmE6l7DelsqZNYgxcsAZ,0,0,0,34000000,7,23,16,1,1428,800,0,,0
2685,,23,yJrFzC0McE,NW1ON108010azsYbnTXl,1,1,0,35000000,1,24,21,1,1428,100,0,,0
2690,1,28,6J4&mF&#tl,a25dNMsZKjRHnhp7WJkD,1,0,0,150000,5,20,10,1,1428,54,0,,0
2692,0,33,m4Onx$jC_+,Xlh4OkBJvFkCElKYmKNQ,0,0,0,60000,2,22,8,1,1428,183,0,,0
2693,1,20,Bg01S^%Jfy,vgIXi0LgoZHQ71Mmekm1,0,0,0,260000,6,23,2,2,1428,400,0,,0
2696,1,65,"",vtFJx028ksA5j1r4Gevb,1,0,0,90000,4,26,18,1,1428,1000,0,,0
2698,1,26,vB5-)b$ZR+,YEKQrtjpUQRrhKaT6YRU,1,0,0,350000,2,28,10,1,1428,1200,0,,0
2699,1,35,cN50%TMttL,Jsdxxb8QCqG5031DdLI5,1,0,1,150000,0,29,2,2,1428,400,0,,0
2700,0,22,YBjx-RAB9!,a25dNMsZKjRHnhp7WJkD,1,0,2,30000,0,12,0,1,1428,720,0,,0
2705,0,36,_)nAgN9)Gz,T9HRiTpDzJk0xkhhMyUc,1,0,0,380000,4,17,2,1,1428,800,0,,0
2707,1,29,tZet+bbIC_,zPz024CQIonY5H9jYIve,0,0,0,60000,3,19,9,1,1428,600,0,,0
2713,,30,py_Z4O$Gg+,xwVatkCS227il3xATBFE,0,1,0,390000,0,16,9,1,1428,2000,0,,0
2714,1,27,N)Eb*EJXD4,4tn4ahgRkWMzsSCk5tnp,0,0,0,210000,4,17,11,2,1428,780,0,,0
2716,0,26,sO@*%lun08,YEKQrtjpUQRrhKaT6YRU,0,0,1,200000,2,19,18,1,1428,745,0,,0
2726,0,20,jso!fQ*Q7x,pup1FL83CRpbaMg9C534,0,1,1,360000,9,20,6,1,1428,3308,0,,0
2727,0,22,A&D5V21q5$,ZRg0ZwLzu2FL5jted9eX,1,,0,340000,6,21,18,1,1428,350,0,,0
2728,0,20,Bg01S^%Jfy,SYy2B7hNPyV792L5eCqu,0,0,1,50000,7,22,0,1,1428,200,0,,0
2731,1,22,&qrVc7H^jE,Jw5OmlNzw1TWSySS8Kz6,1,0,0,320000,3,16,11,1,1428,400,0,,0
2732,0,24,yJrFzC0McE,NW1ON108010azsYbnTXl,1,0,0,240000,4,17,12,1,1428,655,0,,0
2734,0,24,A&D5V21q5$,AACwntwTHc6JRW83FHAG,0,0,0,140000,5,19,17,1,1428,400,0,,0
2737,0,22,4aQwCtPL4(,vgIXi0LgoZHQ71Mmekm1,1,0,1,350000,9,22,9,1,1428,200,0,,0
2738,1,26,y3FVI6dzfi,zY5grwt3TK2vXDNOXNtQ,1,,1,260000,5,23,1,1,1428,240,0,,0
2739,,24,H#s_lw9F_R,AEvBGGIi1TYMZpsS5CoK,1,0,0,70000,8,24,3,1,1428,120,0,,0
2749,1,24,H#s_lw9F_R,u6H8Em4pxxagN7S8TAR5,1,,0,280000,5,25,24,1,1428,550,0,,0
