clnt_id,grey_goose_F0,grey_goose_F1,grey_goose_F2,grey_goose_F3,grey_goose_F4,goose_agg_0,goose_agg_1,goose_agg_2,goose_agg_3,goose_agg_4,goose_agg_5,goose_agg_6,goose_agg_7,goose_agg_8,goose_agg_9,goose_agg_10,goose_agg_11,goose_agg_12,goose_agg_13,goose_agg_14,goose_agg_15,goose_agg_16,goose_agg_17,goose_agg_18,goose_agg_19,goose_agg_20,goose_agg_21,goose_agg_22,goose_agg_23,goose_agg_24,goose_agg_25,goose_agg_26,goose_agg_27,goose_agg_28,goose_agg_29,wild_goose_A_0,wild_goose_A_1,wild_goose_A_2,wild_goose_A_3,wild_goose_A_4,wild_goose_A_5,wild_goose_A_6,wild_goose_A_7,wild_goose_A_8,wild_goose_A_9
3667,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8755.40491954902,-40000,-9660,,,,,9169.73061581782,14
3718,0,1,1,0,1,178,-391932,7900.98726236496,200,7758.84095711635,-394882,-6500,-440078,-2252.19230769231,3759.96288041105,29,-2079.7191011236,-2089.32275132275,197,19,-2319.12426035503,113,197,200,105,-86557,28,19,-90000,-3088.1724137931,-90000,189,17,118,178,,7854.93475466219,-20000,,,,,,6642.33970826545,9
3024,1,1,1,1,1,303,-359039,11382.6274345656,315,11382.6274345656,-360865,-6800,-539865,-933.317073170732,1544.9826121841,41,-608.379537953795,-1152.92332268371,314,12,-1359.99621212121,133,314,315,125,-38266,41,12,-110000,-933.317073170732,-110000,313,12,134,303,,52.9641388110861,-209,-2490,7527,,,,5679.79054671433,8
2181,1,0,0,0,0,171,-896274,15496.8127225273,195,15250.2944687676,-150715,-160000,-968653,-16386.1481481482,30277.048811948,29,-3034.70175438597,-819.103260869565,190,19,-5636.94339622642,97,190,195,89,-462702,29,19,-160000,-15955.2413793103,-160000,184,17,103,171,,18503.0620425526,-50000,-18596.1111111111,642000,,,,95670.845686059,14
4720,0,0,1,1,0,173,-398349,7570.08979310091,193,7547.58987619486,-376877,-18000,-440854,-3081.75,4046.78364595798,18,-2006.17341040463,-2004.66489361702,191,18,-2537.25477707006,107,191,193,99,-54308,17,18,-84000,-3128.22222222222,-84000,188,18,110,173,10606.6017177982,2212.30886925109,-7000,-4707.625,119299,2,-2340.5,,28508.9600678719,19
4219,1,1,1,1,1,151,-509301,12195.1740479559,175,11846.941492797,-90453,-42800,-588847,-8534.36,12133.2145462838,26,-497.172185430464,-558.351851851852,172,14,-4279.84033613445,92,172,175,85,-213359,25,14,-99410,-8456.11538461539,-99410,162,14,99,151,3822.30297072328,9871.92024934986,-35200,-4518.55555555556,93750,,,,7238.08289608003,9
2021,0,0,1,1,0,489,-1086827,8819.20436142914,595,8696.92665224969,-617920,-77588,-1307714,-3455.11475409836,10783.3384957481,68,-1034.20449897751,-1107.3835125448,580,23,-2882.83023872679,153,580,595,141,-241414,66,23,-80000,-3597.51470588235,-80000,558,20,160,489,,,,,,,,,,
3614,0,0,1,0,0,200,-1130060,24605.453438552,249,23597.9578631944,-918339,-3e+05,-1318153,-16831.9142857143,51985.5526150318,40,-4481.025,-4155.38009049774,247,28,-5979.15343915344,110,247,249,99,-601990,37,28,-3e+05,-15591.4,-3e+05,221,27,118,200,4869.78822263693,4715.5808812509,-19000,-9048.07692307692,215870,1,-200,1,16985.4461265213,22
4747,0,1,0,0,1,327,-1082044,11078.8661928347,386,11756.9783478846,-27625,-1e+05,-1343607,-9732.72727272727,19221.4424848449,66,73.1834862385321,-77.5983146067416,378,19,-3744.09688581315,146,378,386,133,-544837,62,19,-1e+05,-10346.7727272727,-1e+05,356,18,154,327,25026.487870077,21985.5672996441,-1e+05,-2243.11111111111,41046,,,2,39886.3020697582,18
3789,1,0,0,1,1,195,-232277,5892.74546278507,229,5847.49643481672,-172979,-10000,-311729,-1554.8064516129,10199.8722400437,34,-632.323076923077,-812.107981220657,219,17,-1334.92528735632,116,219,229,108,-117199,33,17,-62000,-3461.73529411765,-62000,213,17,120,195,7502.31895927297,2142.41519252055,-7000,,,,,,6147.84378551628,7
4033,0,1,1,0,1,107,-199593,8432.66530070199,124,8240.93968054728,-139392,-15000,-214407,-2324.58333333333,3984.39113998742,13,-1168.44859813084,-1181.28813559322,124,8,-2193.32967032967,75,124,124,68,-29895,13,8,-80000,-2299.61538461539,-80000,118,8,81,107,,0,-2000,,15000,,,,7010.93203504356,5
3563,1,0,1,1,0,192,-1331444,23845.7803953774,234,23305.3501015142,-218483,-70000,-1469906,-22798.5,24856.2691336094,12,-1427.015625,-1035.4644549763,230,21,-8373.86163522013,111,230,234,103,-228526,12,21,-210000,-19043.8333333333,-210000,211,19,118,192,24882.3699032066,24881.0900946884,-50000,-13379.1333333333,776979,,,,58415.9046145693,15
2610,0,1,1,0,0,179,-352542,9753.44804179653,216,9519.2098913276,-181265,-1e+05,-378309,-5280.76,17862.5744098167,31,-941.474860335196,-910.879396984925,208,19,-2189.70186335404,114,208,216,103,-142894,29,19,-1e+05,-4712.70967741936,-1e+05,199,17,120,179,48992.8566221648,3786.29167010561,-12000,-2560,,,,,44682.318770031,11
2774,0,0,0,1,1,264,-272462,3225.30217576365,293,3185.53737766644,-158290,-6500,-288805,-2016.28571428571,1937.46402433393,17,-553.136363636364,-553.461538461538,293,15,-1116.64754098361,126,293,293,113,-30328,16,15,-38100,-1860.70588235294,-38100,286,13,131,264,,2496.05243890784,-8000,-1150,19000,,,,12616.4255303805,10
2112,1,0,0,0,1,176,-605110,14216.4313168771,204,13952.0803738224,-587248,-150000,-655441,-6077.50909090909,20240.3986995891,68,-3118.3125,-3011.52820512821,202,19,-3781.9375,106,202,204,97,-360490,63,19,-150000,-5433.10294117647,-150000,195,18,110,176,990.656600442353,12417.584921866,-80000,-3240,14000,1,-390,,2466.39222733279,17
2065,1,1,1,0,0,217,-425588,7806.56075445728,243,7683.17608197321,-240183,-13000,-438548,-3040.125,3712.57039545063,17,-1079.33179723502,-1035.27155172414,243,20,-2171.36734693878,123,243,243,114,-49092,17,20,-90000,-2887.76470588235,-90000,232,20,129,217,,5416.46076326599,-13000,-1000,4260,,,,4313.20919772428,10
4674,0,1,1,1,0,120,-3533850,100495.863198256,141,98526.4737958275,1298005,-390000,-4443643,-82969.2222222222,118282.511326463,20,-6674.93333333333,9759.43609022556,140,25,-33338.2075471698,70,140,141,61,-1743446,20,25,-8e+05,-87172.3,-8e+05,133,23,75,120,,84033.449337857,-2e+05,-49362.705882353,5039800,2,-5134,,678940.237121354,22
3279,1,0,0,1,1,152,-848132,17474.779817593,199,16723.1520836908,-792986,-30000,-915789,-3216.58536585366,5375.53166717963,59,-5119.52631578947,-4583.73410404624,191,14,-6015.12056737589,91,191,199,80,-154730,51,14,-160000,-3100.32203389831,-160000,173,14,99,152,3889.08729652601,6965.75138923768,-30000,-27666.6666666667,11000,,,,7083.97902715295,7
3060,0,0,0,0,0,378,-1307451,14159.5358371754,439,13872.8851520593,-1060588,-123090,-1373198,-6864.77777777778,17554.5943329799,77,-2717.41005291005,-2574.2427184466,428,25,-3914.52395209581,146,428,439,133,-520196,76,25,-2e+05,-6757.42857142857,-2e+05,412,24,153,378,,7027.22719143191,-10000,-6600,2100,,,,3065.0367452936,7
3874,1,0,1,1,0,43,-86122,3008.2141676605,47,3008.2141676605,-85907,-15000,-86222,-3832.77777777778,3596.47010804973,19,-1995.51162790698,-1952.43181818182,44,6,-2100.53658536585,35,44,47,34,-69090,19,6,-15000,-3636.31578947368,-15000,44,6,35,43,,3312.82452885364,-9800,,,,,,500.649910949092,6
3276,1,1,0,0,0,377,-364209,6213.79569271606,445,6078.41193955229,-334515,-20000,-543926,-1376.44594594595,2806.51022262264,84,-475.655172413793,-800.275119617225,437,18,-1110.39329268293,154,437,445,142,-104651,80,18,-1e+05,-1257.75,-1e+05,418,17,161,377,677.422566300631,5232.51372784515,-20000,-6094.28571428572,4200,,,,850.906026930511,9
2481,1,1,1,0,1,70,-73740,5308.7906954099,84,5004.35465128017,-87787,-1500,-117278,-463.5,1076.58453882209,13,-731.6,-1202.56164383562,82,15,-1152.1875,55,82,84,52,-5562,12,15,-35250,-735.538461538461,-35250,73,15,59,70,,1521.49186655729,-4000,-1420,,,,1,707.106781186548,14
2529,1,1,0,0,1,180,-785914,13258.161180608,198,13087.5945603603,-562189,-13000,-840284,-4128.71428571429,4660.6392666271,14,-2842.00555555556,-2974.54497354497,194,15,-4792.15853658537,88,194,198,82,-57802,14,15,-110000,-4128.71428571429,-110000,189,15,92,180,23334.5237791561,,-4500,-12334.3913043478,30000,,,,20778.8754909082,6
3383,0,0,0,0,0,122,-285990,14448.6855551418,137,14208.5017552862,-156450,-150000,-295292,-9270.5,31086.663693184,23,-1247.45901639344,-1212.79069767442,135,12,-2623.76146788991,85,135,137,81,-185804,21,12,-150000,-8112.86956521739,-150000,129,12,89,122,1060.66017177982,243.296018012939,-900,-81.6666666666667,,,,,1145.13972946536,8
4223,1,0,1,0,0,90,-80995,2245.64635876086,97,2245.64635876086,27856,-10000,-81981,-2419.16666666667,3437.73849821985,6,320.466666666667,302.782608695652,93,14,-999.938271604938,57,93,97,55,-14515,6,14,-14200,-2419.16666666667,-14200,92,13,58,90,5718.97426700511,2955.7922283154,-10000,-5699.75,,6,-716.166666666667,,10736.5654075221,10
3212,1,1,0,0,1,75,-95317,4557.14720457187,75,4557.14720457187,-70393,-11000,-95317,-1599.06896551724,3023.94987594318,29,-938.573333333333,-938.573333333333,75,10,-1512.96825396825,49,75,75,49,-46373,29,10,-31590,-1599.06896551724,-31590,75,10,49,75,,212.132034355964,-400,,,,,,,6
3205,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10545.2991106622,4479.16379844869,-8000,-200,,,,,7550.56293076408,9
2511,0,0,0,1,1,57,-51673,2312.0078985595,58,2429.15170692147,-12839,,-58573,,,,-225.245614035088,-225.245614035088,58,10,-993.711538461538,50,58,58,50,,,10,-13998,,-13998,57,10,51,57,,,-300,-504,,,,,32244.0692221066,8
3427,0,0,0,1,1,165,-253426,4454.395838491,192,4349.69357249099,-31105,-41576,-272807,-3611.36111111111,8443.00543038798,39,-204.969696969697,-177.742857142857,190,14,-2060.37398373984,104,190,192,96,-131209,38,14,-41576,-3372.02564102564,-41576,175,14,110,165,353.553390593274,8668.10499233268,-33000,-2909.27272727273,174225,,,,11569.9688772949,11
4118,0,1,1,0,1,60,-398537,16901.655177966,98,15461.2530638795,-348594,-1e+05,-446820,-20272.0555555556,27213.1106835613,22,-5811.11666666667,-4412.58227848101,96,15,-7519.56603773585,55,96,98,45,-383397,22,15,-1e+05,-17427.1363636364,-1e+05,79,8,62,60,,3338.89081382825,-8000,-1239,3000,1,-100,,14914.1349464191,14
2611,0,0,1,1,0,177,-196330,2297.55519672272,198,2500.46602573212,5393,-16800,-223768,-3883.625,4748.33418777823,16,41.5141242937853,29.6318681318681,193,20,-1258.52564102564,98,193,198,96,-62138,16,20,-16800,-3883.625,-16800,182,20,102,177,,,-1500,-3075.66666666667,3000,,,,,8
2831,0,1,0,1,0,137,-556755,16803.5353648378,139,16803.5353648378,-405931,-142000,-556755,-16043.0434782609,36081.561060865,23,-3072.48905109489,-2941.52898550725,138,17,-4639.625,86,138,139,85,-368990,23,17,-142000,-16043.0434782609,-142000,138,17,86,137,,27113.6991426843,-61000,-300,23000,,,,5656.85424949238,7
3534,1,0,0,1,1,302,-352149,7293.31537182369,316,7215.8533882918,-224940,-1200,-353599,-546.789473684211,372.287188984863,21,-754.668874172185,-739.934210526316,311,13,-1294.66544117647,129,311,316,127,-10389,19,13,-80000,-528.047619047619,-80000,304,12,134,302,,,,,,,,,,2
4367,1,0,1,1,1,167,-357644,5590.09165230773,195,5477.24618509793,-201478,-30000,-373194,-8811,12457.7337410797,11,-1195.44311377246,-1089.07027027027,192,19,-2610.5401459854,105,192,195,94,-88110,10,19,-40000,-8034.18181818182,-40000,185,19,109,167,,654.073772597557,-1300,-4373.33333333333,52000,1,-1473,,14630.1349344427,10
3908,1,0,1,0,0,82,-610326,19311.6339109424,117,21358.8993944732,-600902,-1e+05,-849459,-51504.5,43326.819070981,7,-6255.19512195122,-6392.57446808511,111,7,-8137.68,68,111,117,61,-309027,6,7,-120000,-44435.8571428571,-120000,94,6,75,82,,28867.5134594813,-1e+05,-17500,8000,,,,5324.5140623347,5
2342,1,0,1,1,1,80,-392159,10828.368953447,94,10657.4921975801,-403503,-50000,-449508,-11203.1111111111,14779.2955058064,31,-4402.95,-4691.89534883721,89,14,-5228.78666666667,69,89,94,64,-347784,30,14,-50000,-11376.9032258065,-50000,86,13,72,80,,20573.7640036474,-49900,,22500,,,,12698.3274620453,8
2977,0,1,0,0,1,149,-681538,11233.5785476232,175,11005.7045387458,103567,-50000,-801920,-6334.15789473684,10837.974119416,44,1252.79865771812,639.302469135803,174,11,-5409.03174603175,92,174,175,81,-247698,42,11,-72820,-5835.06818181818,-72820,162,11,97,149,78575.3363602637,11660.3336838166,-50000,-3989.88,439000,,,,101989.171519121,11
2748,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.678288175902,-1000,-10000,11200,,,,4485.81096347138,8
3644,0,0,1,0,0,434,-2264837,20574.2409727937,543,22007.8624610979,293620,-198000,-2922768,-9462.09677419355,31974.8621738433,37,-416.896313364055,594.372469635628,532,28,-6055.71390374332,158,532,543,145,-310264,33,28,-253000,-8416.5945945946,-253000,494,27,166,434,26695.8174002346,6437.23419084453,-16259,-12919.5365853659,1211000,,,,84115.3998247022,18
3179,0,0,1,1,1,131,-354697,6830.78980385059,154,6624.11313338829,-356963,-17000,-406968,-5662.40909090909,4949.811602146,23,-2352.78625954199,-2549.73571428571,151,15,-2792.88976377953,90,151,154,83,-127573,23,15,-50000,-5546.65217391304,-50000,140,15,96,131,,1941.0593733601,-6000,-950,,,,,25885.2885889521,8
3159,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4172.96506240921,-13400,,,,,,,3
3019,0,0,0,0,1,76,-654312,24965.6062086857,84,24617.080360758,231191,-132000,-658430,-25230.45,35851.5698377816,21,2922.27631578947,2889.8875,82,9,-11684.1428571429,60,82,84,57,-504609,20,9,-132000,-24033.6666666667,-132000,80,8,62,76,10456.6968926503,24990.8237636004,-78000,-9260.83333333333,397216,,,,48146.5308168991,8
3913,1,0,0,0,1,165,-584510,11182.758998874,192,10906.0345369512,-146711,-50000,-649100,-6487.77777777778,11162.8260530558,68,-594.133333333333,-810.558011049724,192,10,-5172.65486725664,105,192,192,95,-394563,64,10,-65500,-5816.82352941177,-65500,181,8,111,165,4838.16671300785,6015.83415610217,-40000,-8873.36363636364,80228,,,,7086.74439428219,12
4215,1,1,0,0,1,206,-330631,4797.25667727187,251,4655.10995069797,-196649,-30000,-433376,-3097.63333333333,5298.11853842825,32,-693.26213592233,-870.128318584071,243,23,-1816.65384615385,120,243,251,111,-92929,30,23,-40000,-3032.15625,-40000,226,22,127,206,,3791.53980740162,-13000,-6560.16666666667,51760,,,,10988.1109487583,15
2815,1,1,0,1,0,192,-215151,7278.83939098087,205,7215.84154566229,-66802,-4500,-269464,-1183.42857142857,1428.39737609651,29,-119.036458333333,-332.348258706468,204,19,-1361.71518987342,105,204,205,99,-33136,28,19,-80000,-1275.72413793103,-80000,201,19,108,192,,,-100,-100,,,,,,4
4259,1,1,0,1,0,78,-126508,3799.40608177898,92,3737.3604582316,-137063,-20000,-152942,-3029.90322580645,4260.14638523794,31,-1440.41025641026,-1612.50588235294,88,15,-1781.80281690141,60,88,92,55,-93927,31,15,-22000,-3029.90322580645,-22000,85,14,61,78,,,,,,,,,,2
2902,1,0,0,0,0,138,-419574,7630.12453950212,163,7454.92977747018,-163731,-50000,-437511,-9071,12372.2226313604,26,-1187.85507246377,-1091.54,159,24,-3496.45,92,159,163,84,-226775,25,24,-50000,-8875.96153846154,-50000,150,24,97,138,,19674.1871623709,-50000,-1421.66666666667,28930,,,,2993.95019627545,13
3851,1,0,1,1,0,144,-451823,16759.768502599,178,16333.7400438737,-427493,-45000,-552678,-4502.5625,8727.70114003359,39,-2434.11111111111,-2638.84567901235,171,18,-3449.03053435115,102,171,178,89,-160582,36,18,-190000,-4362.35897435898,-190000,162,18,107,144,14142.135623731,2960.86254407835,-12000,-6634,27000,1,-8400,,8883.38968883142,12
4534,0,0,0,0,1,221,-300259,5811.55380151263,244,5770.74268090398,-215116,-16000,-313848,-2300.55555555556,3694.55966639753,20,-946.918552036199,-915.387234042553,238,21,-1539.78974358974,106,238,244,99,-45560,20,21,-74000,-2278,-74000,235,21,108,221,6717.5144212722,2309.45191910693,-6000,-678,6211,,,,3819.8500232339,10
3153,0,0,1,0,0,81,-203964,6237.07921243696,87,6164.90152384499,-106671,-44074,-204759,-4338.5625,9718.75797931641,19,-1560.45679012346,-1269.89285714286,86,14,-2956,61,86,87,59,-69691,18,14,-44074,-3689,-44074,84,14,63,81,,811.954131162045,-2688,-6359.75,33370,1,-1530,,8160.44606623927,9
2372,0,0,1,0,0,66,-63811,4481.98570740201,76,4343.363192781,-55539,-6072,-65522,-1035.8,1698.44633995218,12,-855.454545454546,-782.239436619718,76,7,-1139.48214285714,50,76,76,47,-10458,11,7,-34000,-904.833333333334,-34000,71,7,52,66,6293.25035256027,1135.36654874098,-2838,,5750,,,,2994.71455697831,4
4956,0,0,1,0,1,89,-159905,6697.78447629024,107,6535.7102762788,-34184,-400,-187889,-400,,1,-220.325842696629,-348.816326530612,105,12,-2076.68831168831,71,105,107,65,-400,1,13,-60000,-400,-60000,98,11,77,89,,,-473,-5500,17500,,,,7898.03661255969,13
3297,1,1,0,1,0,216,-249723,4013.26446680378,247,3968.42690046337,-91241,-40000,-292771,-3015.53846153846,7590.07237021212,28,-261.925925925926,-388.259574468085,241,21,-1274.09693877551,122,241,247,112,-79304,27,21,-40000,-2849.46428571429,-40000,235,21,126,216,,520.780728010039,-1400,-450,6000,2,-240.5,,2163.23927633229,14
2147,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20285.398499114,-59000,-2750,,,,,34063.6658821879,11
2307,1,1,1,1,0,484,-874079,6711.39243326886,608,6450.61166544828,371300,-14900,-1017351,-1523.86956521739,3609.64249122188,62,963.221074380165,683.793738489871,591,19,-2056.65647058823,159,591,608,146,-104893,53,19,-1e+05,-1820.75806451613,-1e+05,543,19,167,484,21743.6180643749,4417.76058813899,-19000,-3227.8904109589,63500,,,,75739.7024448433,17
2647,0,1,0,0,0,99,-114958,2213.94198916556,130,2369.06295040261,-60915,-5200,-136374,-1258.9,1561.63757047375,12,-753.737373737374,-553.772727272727,123,17,-1306.34090909091,75,123,130,67,-12689,11,18,-12402,-1099.08333333333,-12402,110,15,81,99,,1817.45567837489,-5200,-1242.73684210526,140636,,,,18579.5354490534,14
3477,0,0,0,0,0,375,-946046,6701.33469640034,429,6574.85766030229,-644467,-40000,-999973,-7061.28125,9604.89426854403,37,-1648.45066666667,-1591.27654320988,425,24,-2815.6130952381,147,425,429,135,-233319,36,24,-55200,-6327.08108108108,-1e+05,405,23,154,375,7424.62120245875,6263.72546892023,-20000,-5802.26470588235,105732,,,,17150.0167141451,12
4821,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2645.75131106459,1568.22300710071,-5600,-4940,,1,-60,,42041.5535189378,17
2257,0,0,0,1,0,210,-481261,7526.85825233401,240,7241.49987860596,-275697,-35000,-497474,-5511.3125,8537.60089423057,16,-1824.55714285714,-1270.4930875576,234,21,-2480.72680412371,106,234,240,101,-88181,16,21,-63000,-5511.3125,-63000,217,20,113,210,,,-4000,-40000,,,,,,6
4756,0,1,0,0,1,186,-221938,4409.32127167104,189,4406.45895990909,-144419,-13000,-229008,-2132.81481481482,3229.65750788433,27,-776.44623655914,-776.44623655914,188,22,-1246.84269662921,99,188,189,99,-57586,27,22,-52940,-2132.81481481482,-52940,186,22,101,186,,1674.58227627071,-4000,-20003.3333333333,,4,-974.25,,,12
3875,1,0,1,0,1,101,-109023,2124.14956539006,132,2085.97822638345,-60898,-12000,-131825,-2461.6,2827.91310846349,32,-389.712871287129,-503.289256198347,126,9,-1198.05494505495,82,126,132,71,-76848,31,9,-12000,-2411.59375,-12000,121,8,86,101,,3449.22647882069,-12000,-983.153846153846,52250,2,-119,,16893.9430714088,13
3249,0,0,1,0,0,29,-119433,20307.094450639,36,19507.0969269766,-22206,-7000,-121733,-1544,2224.79924868957,12,-765.724137931035,-765.724137931035,32,3,-4976.375,27,32,36,27,-15440,10,4,-1e+05,-1478.33333333333,-1e+05,29,3,30,29,,2481.97669878936,-5000,,,,,,,4
4111,0,1,1,0,0,313,-1097728,26244.8853508083,331,26084.9955322485,-534787,-4e+05,-1107764,-11744.3188405797,47957.6481462732,70,-1699.99361022364,-1650.57716049383,328,14,-4772.73043478261,133,328,331,125,-811258,70,14,-4e+05,-11589.4,-4e+05,324,14,136,313,2121.32034355964,6224.65843892809,-24000,-461.5,83200,,,,11270.5178262327,11
2794,0,0,1,0,0,224,-388141,8251.37484099389,240,8177.3854965602,-246349,-6000,-397714,-1561.30769230769,1654.38362610858,27,-1063.03571428571,-1061.84913793103,238,17,-1893.37073170732,112,238,240,106,-41594,27,17,-98000,-1540.51851851852,-98000,232,17,118,224,2100.10714012405,22136.5459515857,-45000,-3138.33333333333,6000,,,,2129.94011764695,9
4592,1,1,1,1,1,146,-106789,1822.91771113797,178,1954.10019590267,-51181,-5000,-131495,-662.941176470588,2126.89728116225,25,-262.828767123288,-306.473053892216,171,9,-796.932835820896,98,171,178,88,-15295,24,9,-15000,-1023.96,-15000,167,7,101,146,2387.9932998231,1304.90896627175,-5000,,,,,,3314.15296942702,7
3154,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15353.6011989949,-40000,-1146.25,1000,,,,16149.7201391055,11
3901,1,1,1,0,1,114,-430527,13869.4009823714,137,14683.6642915324,410545,-80000,-544963,-7714.04761904762,16314.5286563848,25,3582.62280701754,3449.95798319328,133,15,-5250.32926829268,83,133,137,79,-162495,22,15,-86220,-6707.36,-86220,119,13,90,114,,,-1200,,,,,,,2
3981,0,1,0,1,1,131,-1646988,47893.1421669337,154,47160.689490145,-1134323,-2e+05,-2368003,-17067.9428571429,51673.0269205082,39,-3711.0534351145,-7769.33561643836,153,14,-15990.1747572816,90,153,154,81,-934419,39,14,-275120,-23959.4615384615,-275120,146,14,95,131,20506.0966544099,20151.6114690612,-39500,-3871,146000,,,,40808.0874337428,5
3950,0,1,1,0,0,190,-754190,8884.05388762725,223,9004.5200521853,-332108,-6072,-814367,-809,1573.88216416181,16,-1721.15263157895,-1685.82741116751,204,15,-4309.65714285714,86,204,223,81,-12944,16,15,-50506,-809,-50506,197,13,89,190,,,-124,-6006.92857142857,,,,,,3
3519,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9970.86801282449,-40000,-5433.33333333333,10000,,,,4444.25249620226,11
3847,0,1,0,0,1,90,-177465,3685.1608125174,108,5608.95201380292,19596,-14000,-255327,-6311.8,9398.23183218144,7,211.588888888889,204.125,101,20,-2138.13253012048,70,101,108,65,-32559,6,20,-36810,-8222.71428571429,-36810,96,20,74,90,27234.1697137989,14143.5162530398,-25000,-3769.42857142857,,,,,24549.273336383,11
3750,1,0,0,1,1,131,-427219,10489.0789546398,140,10408.2182430041,-202038,-80000,-439923,-20388,31804.671642476,8,-1483.50381679389,-1464.04347826087,140,16,-3747.5350877193,90,140,140,84,-163104,8,16,-80000,-20388,-80000,138,16,91,131,,25973.2325288941,-60000,-1135.66666666667,11762,5,-2158.6,,2003.58863756297,11
2515,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0310021639486,-200,-43955.3333333333,160000,,,,47521.9247646109,9
4659,0,0,1,1,1,284,-599092,8148.78119580464,310,9324.22755603897,-327801,-20000,-693378,-3409.13513513514,4439.81313536089,39,-1147.66901408451,-1126.46391752577,299,18,-2340.203125,119,299,310,114,-126138,37,18,-90000,-3453.53846153846,-90000,291,18,124,284,,2121.32034355964,-5000,,,,,,,4
3909,1,1,0,0,0,99,-286899,7856.46193556909,113,7778.7439191967,-235259,-40000,-290230,-12564.3846153846,14833.9375562619,13,-2394.9696969697,-2219.42452830189,108,14,-3336.03488372093,70,108,113,64,-163337,13,15,-40000,-12564.3846153846,-40000,106,14,72,99,,11445.5231422596,-35000,-2314.91666666667,8399,1,-220,,1308.20919233473,17
4192,0,0,0,1,0,156,-205480,4132.6894746735,180,4013.01508201123,9224,-27000,-214637,-9805,9223.67753516607,11,52.7628205128205,56.2439024390244,174,19,-1802.45614035088,101,174,180,95,-98050,10,19,-27000,-9095.45454545455,-40000,164,19,107,156,,,-4000,-10241,24700,1,-182,,1799.00224872263,9
4516,0,1,0,1,0,216,-591817,26769.992646264,258,26138.6461517367,-412321,-15710,-687089,-1398.29268292683,3608.50563087856,56,-1829.36111111111,-1725.19246861925,255,15,-3066.40932642487,109,255,258,97,-71519,51,15,-390000,-1653.32142857143,-390000,239,14,116,216,2423.19174850031,4311.4640012235,-20000,-100,10000,,,,5569.63601063024,13
3175,1,1,1,0,0,277,-499956,7565.27750212812,284,7565.27750212812,-64196,-28000,-504562,-1927.82978723404,4924.0602613578,49,-215.765342960289,-227.645390070922,284,19,-1960.61176470588,120,284,284,115,-94658,49,19,-90000,-1931.79591836735,-90000,282,19,122,277,11176.2157131413,5458.77647812175,-20000,-23347.1428571429,294000,,,,50979.5094079411,16
2933,0,0,0,0,1,30,-76481,8061.75657491085,42,7830.93253159507,-76281,-45000,-94031,-15625,16085.7885569841,6,-1985.7,-2061.64864864865,40,9,-3186.70833333333,30,40,42,24,-73731,6,9,-45000,-12288.5,-45000,37,7,33,30,2677.06010391997,16028.4516273852,-45000,-950,13000,,,,3380.21739579826,11
2353,0,1,0,1,0,119,-707512,33025.6582018222,132,32943.0199224471,-986452,,-1037902,,,,-5760.05042016807,-7767.33858267717,128,20,-6317.07142857143,91,128,132,86,,,21,-265988,,-265988,127,18,92,119,,,,,,,,,,
2629,0,1,1,1,0,243,-325257,4124.26086579153,304,3983.94581428288,-252517,-12000,-375707,-1461.89361702128,2235.45271265318,58,-884.144032921811,-914.916666666667,298,25,-1408.03896103896,133,298,304,120,-90137,55,25,-45000,-1640.29310344828,-45000,276,22,141,243,,2557.00128856901,-8000,,,,,,22392.8312635986,9
3394,0,0,1,0,1,288,-1311792,22748.4131127481,294,22704.3902988608,-208709,-45000,-1312271,-7951.65789473684,13157.4307959446,38,-724.684027777778,-724.684027777778,292,22,-5310.8987854251,116,292,294,116,-302163,38,22,-264000,-7951.65789473684,-264000,288,22,120,288,22606.6914872566,27788.5418399337,-1e+05,-2871.38461538462,92340,,,,21865.5942299635,12
3085,0,1,1,0,0,164,-218860,6205.79107966932,218,7011.12287944328,-118363,-8600,-323042,-1053.375,2684.43894732303,20,-596.743902439024,-629.590425531915,206,18,-1658.0303030303,104,206,218,92,-18328,19,18,-50000,-1416.4,-50000,188,17,111,164,,3368.04885229246,-10000,-631.666666666667,13766,,,,3117.69218676709,12
2653,1,0,1,0,0,174,-769932,8439.80454677042,191,8407.09881539845,-586527,-50000,-811295,-5924.21818181818,8549.0165388955,116,-3272.36781609195,-3153.37096774194,189,12,-4872.98734177215,107,189,191,98,-666764,114,12,-55000,-5894.51724137931,-55000,186,11,109,174,4920.71407419696,3388.72929818985,-15000,-450,,,,,4920.71407419696,10
